sale_id,order_number,quantity_ordered,price_each,sales,order_date,status,qtr_id,month_id,year_id,product_line,product_code,customer_name,city,state,postal_code,country,deal_size,data_quality_score,created_timestamp
427,10174,48,93.34,4480.32,2003-11-06,Shipped,4,11,2003,Trucks and Buses,S18_1097,Australian Gift Network, Co,South Brisbane,QU,4101,Australia,Unknown,100.00,2026-01-26 15:06:47
428,10183,21,96.84,2033.64,2003-11-13,Shipped,4,11,2003,Trucks and Buses,S18_1097,Classic Gift Ideas, Inc,Philadelphia,PA,71270,USA,Unknown,100.00,2026-01-26 15:06:47
429,10194,21,93.34,1960.14,2003-11-25,Shipped,4,11,2003,Trucks and Buses,S18_1097,Saveley & Henriot, Co.,Lyon,,69004,France,Unknown,100.00,2026-01-26 15:06:47
430,10206,34,100.00,3966.78,2003-12-05,Shipped,4,12,2003,Trucks and Buses,S18_1097,Canadian Gift Exchange Network,Vancouver,BC,V3F 2K1,Canada,Unknown,100.00,2026-01-26 15:06:47
431,10215,46,100.00,5152.00,2004-01-29,Shipped,1,1,2004,Trucks and Buses,S18_1097,West Coast Collectables Co.,Burbank,CA,94019,USA,Unknown,100.00,2026-01-26 15:06:47
432,10228,32,100.00,3360.00,2004-03-10,Shipped,1,3,2004,Trucks and Buses,S18_1097,Cambridge Collectables Co.,Cambridge,MA,51247,USA,Unknown,100.00,2026-01-26 15:06:47
433,10245,29,100.00,3451.00,2004-05-04,Shipped,2,5,2004,Trucks and Buses,S18_1097,Super Scale Inc.,New Haven,CT,97823,USA,Unknown,100.00,2026-01-26 15:06:47
434,10258,41,100.00,5453.00,2004-06-15,Shipped,2,6,2004,Trucks and Buses,S18_1097,Tokyo Collectables, Ltd,Minato-ku,TO,106-0032,Japan,Unknown,100.00,2026-01-26 15:06:47
435,10270,43,96.84,4164.12,2004-07-19,Shipped,3,7,2004,Trucks and Buses,S18_1097,Souveniers And Things Co.,Chatswood,NS,2067,Australia,Unknown,100.00,2026-01-26 15:06:47
436,10280,24,100.00,2800.08,2004-08-17,Shipped,3,8,2004,Trucks and Buses,S18_1097,Amica Models & Co.,Torino,,10100,Italy,Unknown,100.00,2026-01-26 15:06:47
437,10291,41,100.00,4687.94,2004-09-08,Shipped,3,9,2004,Trucks and Buses,S18_1097,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,Unknown,100.00,2026-01-26 15:06:47
438,10304,46,98.00,4508.00,2004-10-11,Shipped,4,10,2004,Trucks and Buses,S18_1097,Auto Assoc. & Cie.,Versailles,,78000,France,Unknown,100.00,2026-01-26 15:06:47
439,10312,32,100.00,4181.44,2004-10-21,Shipped,4,10,2004,Trucks and Buses,S18_1097,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Unknown,100.00,2026-01-26 15:06:47
440,10322,22,100.00,2251.04,2004-11-04,Shipped,4,11,2004,Trucks and Buses,S18_1097,Online Diecast Creations Co.,Nashua,NH,62005,USA,Unknown,100.00,2026-01-26 15:06:47
441,10333,29,40.25,1167.25,2004-11-18,Shipped,4,11,2004,Trucks and Buses,S18_1097,Mini Wheels Co.,San Francisco,CA,,USA,Unknown,100.00,2026-01-26 15:06:47
442,10347,42,49.60,2083.20,2004-11-29,Shipped,4,11,2004,Trucks and Buses,S18_1097,Australian Collectors, Co.,Melbourne,VI,3004,Australia,Unknown,100.00,2026-01-26 15:06:47
443,10357,39,98.00,3822.00,2004-12-10,Shipped,4,12,2004,Trucks and Buses,S18_1097,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Unknown,100.00,2026-01-26 15:06:47
444,10370,27,100.00,3911.49,2005-01-20,Shipped,1,1,2005,Trucks and Buses,S18_1097,Anna's Decorations, Ltd,North Sydney,NS,2060,Australia,Unknown,100.00,2026-01-26 15:06:47
445,10381,48,98.00,4704.00,2005-02-17,Shipped,1,2,2005,Trucks and Buses,S18_1097,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Unknown,100.00,2026-01-26 15:06:47
446,10391,29,85.10,2467.90,2005-03-09,Shipped,1,3,2005,Trucks and Buses,S18_1097,Anna's Decorations, Ltd,North Sydney,NS,2060,Australia,Unknown,100.00,2026-01-26 15:06:47
447,10411,27,100.00,3213.00,2005-05-01,Shipped,2,5,2005,Trucks and Buses,S18_1097,Quebec Home Shopping Network,Montreal,QU,H1J 1C3,Canada,Unknown,100.00,2026-01-26 15:06:47
448,10424,54,100.00,7182.00,2005-05-31,In Process,2,5,2005,Trucks and Buses,S18_1097,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
449,10109,26,100.00,4379.18,2003-03-10,Shipped,1,3,2003,Classic Cars,S18_1129,Motor Mint Distributors Inc.,Philadelphia,PA,71270,USA,Unknown,100.00,2026-01-26 15:06:47
450,10122,34,100.00,5004.80,2003-05-08,Shipped,2,5,2003,Classic Cars,S18_1129,Marseille Mini Autos,Marseille,,13008,France,Unknown,100.00,2026-01-26 15:06:47
451,10136,25,100.00,3644.75,2003-07-04,Shipped,3,7,2003,Classic Cars,S18_1129,Alpha Cognac,Toulouse,,31000,France,Unknown,100.00,2026-01-26 15:06:47
452,10148,23,100.00,2702.04,2003-09-11,Shipped,3,9,2003,Classic Cars,S18_1129,Anna's Decorations, Ltd,North Sydney,NS,2060,Australia,Unknown,100.00,2026-01-26 15:06:47
453,10161,28,100.00,3764.88,2003-10-17,Shipped,4,10,2003,Classic Cars,S18_1129,Heintze Collectables,Aaarhus,,8200,Denmark,Unknown,100.00,2026-01-26 15:06:47
454,10171,35,100.00,4508.00,2003-11-05,Shipped,4,11,2003,Classic Cars,S18_1129,Quebec Home Shopping Network,Montreal,QU,H1J 1C3,Canada,Unknown,100.00,2026-01-26 15:06:47
455,10181,44,100.00,5418.16,2003-11-12,Shipped,4,11,2003,Classic Cars,S18_1129,Herkku Gifts,Bergen,,N 5804,Norway,Unknown,100.00,2026-01-26 15:06:47
456,10192,22,100.00,3300.66,2003-11-20,Shipped,4,11,2003,Classic Cars,S18_1129,Online Diecast Creations Co.,Nashua,NH,62005,USA,Unknown,100.00,2026-01-26 15:06:47
457,10204,42,100.00,6182.40,2003-12-02,Shipped,4,12,2003,Classic Cars,S18_1129,Muscle Machine Inc,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
458,10212,29,100.00,4186.73,2004-01-16,Shipped,1,1,2004,Classic Cars,S18_1129,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
459,10225,32,100.00,4529.28,2004-02-22,Shipped,1,2,2004,Classic Cars,S18_1129,Vida Sport, Ltd,Gensve,,1203,Switzerland,Unknown,100.00,2026-01-26 15:06:47
460,10240,41,100.00,5628.89,2004-04-13,Shipped,2,4,2004,Classic Cars,S18_1129,Osaka Souveniers Co.,Osaka,OS,530-0003,Japan,Unknown,100.00,2026-01-26 15:06:47
461,10253,26,100.00,3054.48,2004-06-01,Cancelled,2,6,2004,Classic Cars,S18_1129,UK Collectables, Ltd.,Liverpool,,WX1 6LT,UK,Unknown,100.00,2026-01-26 15:06:47
462,10266,21,100.00,2526.51,2004-07-06,Shipped,3,7,2004,Classic Cars,S18_1129,L'ordine Souveniers,Reggio Emilia,,42100,Italy,Unknown,100.00,2026-01-26 15:06:47
463,10278,34,100.00,4667.86,2004-08-06,Shipped,3,8,2004,Classic Cars,S18_1129,Signal Gift Stores,Las Vegas,NV,83030,USA,Unknown,100.00,2026-01-26 15:06:47
464,10287,41,100.00,6499.32,2004-08-30,Shipped,3,8,2004,Classic Cars,S18_1129,Vida Sport, Ltd,Gensve,,1203,Switzerland,Unknown,100.00,2026-01-26 15:06:47
465,10301,37,100.00,5917.78,2003-10-05,Shipped,4,10,2003,Classic Cars,S18_1129,Norway Gifts By Mail, Co.,Oslo,,N 0106,Norway,Unknown,100.00,2026-01-26 15:06:47
466,10310,37,100.00,6231.91,2004-10-16,Shipped,4,10,2004,Classic Cars,S18_1129,Toms Spezialitten, Ltd,Koln,,50739,Germany,Unknown,100.00,2026-01-26 15:06:47
467,10321,41,100.00,5803.14,2004-11-04,Shipped,4,11,2004,Classic Cars,S18_1129,FunGiftIdeas.com,New Bedford,MA,50553,USA,Unknown,100.00,2026-01-26 15:06:47
468,10331,46,100.00,6434.02,2004-11-17,Shipped,4,11,2004,Classic Cars,S18_1129,Motor Mint Distributors Inc.,Philadelphia,PA,71270,USA,Unknown,100.00,2026-01-26 15:06:47
469,10342,40,100.00,6454.40,2004-11-24,Shipped,4,11,2004,Classic Cars,S18_1129,Australian Collectors, Co.,Melbourne,VI,3004,Australia,Unknown,100.00,2026-01-26 15:06:47
470,10356,43,97.60,4196.80,2004-12-09,Shipped,4,12,2004,Classic Cars,S18_1129,Lyon Souveniers,Paris,,75508,France,Unknown,100.00,2026-01-26 15:06:47
471,10365,30,87.06,2611.80,2005-01-07,Shipped,1,1,2005,Classic Cars,S18_1129,Mini Creations Ltd.,New Bedford,MA,50553,USA,Unknown,100.00,2026-01-26 15:06:47
472,10377,35,100.00,5895.05,2005-02-09,Shipped,1,2,2005,Classic Cars,S18_1129,Toys of Finland, Co.,Helsinki,,21240,Finland,Unknown,100.00,2026-01-26 15:06:47
473,10390,36,93.77,3375.72,2005-03-04,Shipped,1,3,2005,Classic Cars,S18_1129,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Unknown,100.00,2026-01-26 15:06:47
474,10406,61,100.00,8374.69,2005-04-15,Disputed,2,4,2005,Classic Cars,S18_1129,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,Unknown,100.00,2026-01-26 15:06:47
475,10419,38,100.00,4464.24,2005-05-17,Shipped,2,5,2005,Classic Cars,S18_1129,Salzburg Collectables,Salzburg,,5020,Austria,Unknown,100.00,2026-01-26 15:06:47
476,10102,39,100.00,4808.31,2003-01-10,Shipped,1,1,2003,Vintage Cars,S18_1342,Vitachrome Inc.,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
477,10111,33,99.66,3288.78,2003-03-25,Shipped,1,3,2003,Vintage Cars,S18_1342,Mini Wheels Co.,San Francisco,CA,,USA,Unknown,100.00,2026-01-26 15:06:47
478,10125,32,100.00,3254.72,2003-05-21,Shipped,2,5,2003,Vintage Cars,S18_1342,Australian Collectors, Co.,Melbourne,VI,3004,Australia,Unknown,100.00,2026-01-26 15:06:47
479,10139,31,100.00,3184.94,2003-07-16,Shipped,3,7,2003,Vintage Cars,S18_1342,Souveniers And Things Co.,Chatswood,NS,2067,Australia,Unknown,100.00,2026-01-26 15:06:47
480,10149,50,100.00,5907.50,2003-09-12,Shipped,3,9,2003,Vintage Cars,S18_1342,Signal Collectibles Ltd.,Brisbane,CA,94217,USA,Unknown,100.00,2026-01-26 15:06:47
481,10162,48,91.44,4389.12,2003-10-18,Shipped,4,10,2003,Vintage Cars,S18_1342,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Unknown,100.00,2026-01-26 15:06:47
482,10173,43,100.00,5036.16,2003-11-05,Shipped,4,11,2003,Vintage Cars,S18_1342,Rovelli Gifts,Bergamo,,24100,Italy,Unknown,100.00,2026-01-26 15:06:47
483,10182,25,87.33,2183.25,2003-11-12,Shipped,4,11,2003,Vintage Cars,S18_1342,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Unknown,100.00,2026-01-26 15:06:47
484,10193,28,100.00,3106.88,2003-11-21,Shipped,4,11,2003,Vintage Cars,S18_1342,Australian Collectables, Ltd,Glen Waverly,VI,3150,Australia,Unknown,100.00,2026-01-26 15:06:47
485,10205,36,100.00,3735.72,2003-12-03,Shipped,4,12,2003,Vintage Cars,S18_1342,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
486,10215,27,89.38,2413.26,2004-01-29,Shipped,1,1,2004,Vintage Cars,S18_1342,West Coast Collectables Co.,Burbank,CA,94019,USA,Unknown,100.00,2026-01-26 15:06:47
487,10227,25,100.00,2953.75,2004-03-02,Shipped,1,3,2004,Vintage Cars,S18_1342,Saveley & Henriot, Co.,Lyon,,69004,France,Unknown,100.00,2026-01-26 15:06:47
488,10244,40,100.00,4684.80,2004-04-29,Shipped,2,4,2004,Vintage Cars,S18_1342,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
489,10256,34,95.55,3248.70,2004-06-08,Shipped,2,6,2004,Vintage Cars,S18_1342,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,Unknown,100.00,2026-01-26 15:06:47
490,10280,50,100.00,5239.50,2004-08-17,Shipped,3,8,2004,Vintage Cars,S18_1342,Amica Models & Co.,Torino,,10100,Italy,Unknown,100.00,2026-01-26 15:06:47
491,10289,38,100.00,4567.98,2004-09-03,Shipped,3,9,2004,Vintage Cars,S18_1342,Herkku Gifts,Bergen,,N 5804,Norway,Unknown,100.00,2026-01-26 15:06:47
492,10304,37,95.55,3535.35,2004-10-11,Shipped,4,10,2004,Vintage Cars,S18_1342,Auto Assoc. & Cie.,Versailles,,78000,France,Unknown,100.00,2026-01-26 15:06:47
493,10312,43,89.38,3843.34,2004-10-21,Shipped,4,10,2004,Vintage Cars,S18_1342,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Unknown,100.00,2026-01-26 15:06:47
494,10322,43,86.30,3710.90,2004-11-04,Shipped,4,11,2004,Vintage Cars,S18_1342,Online Diecast Creations Co.,Nashua,NH,62005,USA,Unknown,100.00,2026-01-26 15:06:47
495,10332,46,95.13,4375.98,2004-11-17,Shipped,4,11,2004,Vintage Cars,S18_1342,AV Stores, Co.,Manchester,,EC2 5NT,UK,Unknown,100.00,2026-01-26 15:06:47
496,10346,42,36.11,1516.62,2004-11-29,Shipped,4,11,2004,Vintage Cars,S18_1342,Signal Gift Stores,Las Vegas,NV,83030,USA,Unknown,100.00,2026-01-26 15:06:47
497,10356,50,50.18,2509.00,2004-12-09,Shipped,4,12,2004,Vintage Cars,S18_1342,Lyon Souveniers,Paris,,75508,France,Unknown,100.00,2026-01-26 15:06:47
498,10369,44,100.00,9240.44,2005-01-20,Shipped,1,1,2005,Vintage Cars,S18_1342,Collectables For Less Inc.,Brickhaven,MA,58339,USA,Unknown,100.00,2026-01-26 15:06:47
499,10380,27,93.16,2515.32,2005-02-16,Shipped,1,2,2005,Vintage Cars,S18_1342,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
500,10391,35,100.00,5548.90,2005-03-09,Shipped,1,3,2005,Vintage Cars,S18_1342,Anna's Decorations, Ltd,North Sydney,NS,2060,Australia,Unknown,100.00,2026-01-26 15:06:47
501,10422,51,95.55,4873.05,2005-05-30,In Process,2,5,2005,Vintage Cars,S18_1342,Diecast Classics Inc.,Allentown,PA,70267,USA,Unknown,100.00,2026-01-26 15:06:47
502,10102,41,50.14,2055.74,2003-01-10,Shipped,1,1,2003,Vintage Cars,S18_1367,Vitachrome Inc.,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
503,10111,48,49.06,2354.88,2003-03-25,Shipped,1,3,2003,Vintage Cars,S18_1367,Mini Wheels Co.,San Francisco,CA,,USA,Unknown,100.00,2026-01-26 15:06:47
504,10126,42,54.99,2309.58,2003-05-28,Shipped,2,5,2003,Vintage Cars,S18_1367,Corrida Auto Replicas, Ltd,Madrid,,28023,Spain,Unknown,100.00,2026-01-26 15:06:47
505,10139,49,43.13,2113.37,2003-07-16,Shipped,3,7,2003,Vintage Cars,S18_1367,Souveniers And Things Co.,Chatswood,NS,2067,Australia,Unknown,100.00,2026-01-26 15:06:47
506,10149,30,58.22,1746.60,2003-09-12,Shipped,3,9,2003,Vintage Cars,S18_1367,Signal Collectibles Ltd.,Brisbane,CA,94217,USA,Unknown,100.00,2026-01-26 15:06:47
507,10162,45,51.21,2304.45,2003-10-18,Shipped,4,10,2003,Vintage Cars,S18_1367,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Unknown,100.00,2026-01-26 15:06:47
508,10173,48,44.21,2122.08,2003-11-05,Shipped,4,11,2003,Vintage Cars,S18_1367,Rovelli Gifts,Bergamo,,24100,Italy,Unknown,100.00,2026-01-26 15:06:47
509,10182,32,54.45,1742.40,2003-11-12,Shipped,4,11,2003,Vintage Cars,S18_1367,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Unknown,100.00,2026-01-26 15:06:47
510,10193,46,53.37,2455.02,2003-11-21,Shipped,4,11,2003,Vintage Cars,S18_1367,Australian Collectables, Ltd,Glen Waverly,VI,3150,Australia,Unknown,100.00,2026-01-26 15:06:47
511,10205,48,63.61,3053.28,2003-12-03,Shipped,4,12,2003,Vintage Cars,S18_1367,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
512,10215,33,43.13,1423.29,2004-01-29,Shipped,1,1,2004,Vintage Cars,S18_1367,West Coast Collectables Co.,Burbank,CA,94019,USA,Unknown,100.00,2026-01-26 15:06:47
513,10227,31,48.52,1504.12,2004-03-02,Shipped,1,3,2004,Vintage Cars,S18_1367,Saveley & Henriot, Co.,Lyon,,69004,France,Unknown,100.00,2026-01-26 15:06:47
514,10244,20,58.22,1164.40,2004-04-29,Shipped,2,4,2004,Vintage Cars,S18_1367,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
515,10256,29,51.75,1500.75,2004-06-08,Shipped,2,6,2004,Vintage Cars,S18_1367,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,Unknown,100.00,2026-01-26 15:06:47
516,10280,27,57.68,1557.36,2004-08-17,Shipped,3,8,2004,Vintage Cars,S18_1367,Amica Models & Co.,Torino,,10100,Italy,Unknown,100.00,2026-01-26 15:06:47
517,10289,24,56.07,1345.68,2004-09-03,Shipped,3,9,2004,Vintage Cars,S18_1367,Herkku Gifts,Bergen,,N 5804,Norway,Unknown,100.00,2026-01-26 15:06:47
518,10304,37,48.52,1795.24,2004-10-11,Shipped,4,10,2004,Vintage Cars,S18_1367,Auto Assoc. & Cie.,Versailles,,78000,France,Unknown,100.00,2026-01-26 15:06:47
519,10312,25,44.21,1105.25,2004-10-21,Shipped,4,10,2004,Vintage Cars,S18_1367,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Unknown,100.00,2026-01-26 15:06:47
520,10322,41,57.68,2364.88,2004-11-04,Shipped,4,11,2004,Vintage Cars,S18_1367,Online Diecast Creations Co.,Nashua,NH,62005,USA,Unknown,100.00,2026-01-26 15:06:47
521,10332,27,89.89,2427.03,2004-11-17,Shipped,4,11,2004,Vintage Cars,S18_1367,AV Stores, Co.,Manchester,,EC2 5NT,UK,Unknown,100.00,2026-01-26 15:06:47
522,10347,21,58.95,1237.95,2004-11-29,Shipped,4,11,2004,Vintage Cars,S18_1367,Australian Collectors, Co.,Melbourne,VI,3004,Australia,Unknown,100.00,2026-01-26 15:06:47
523,10356,22,72.41,1593.02,2004-12-09,Shipped,4,12,2004,Vintage Cars,S18_1367,Lyon Souveniers,Paris,,75508,France,Unknown,100.00,2026-01-26 15:06:47
524,10369,32,98.63,3156.16,2005-01-20,Shipped,1,1,2005,Vintage Cars,S18_1367,Collectables For Less Inc.,Brickhaven,MA,58339,USA,Unknown,100.00,2026-01-26 15:06:47
525,10381,25,52.83,1320.75,2005-02-17,Shipped,1,2,2005,Vintage Cars,S18_1367,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Unknown,100.00,2026-01-26 15:06:47
526,10391,42,100.00,4998.00,2005-03-09,Shipped,1,3,2005,Vintage Cars,S18_1367,Anna's Decorations, Ltd,North Sydney,NS,2060,Australia,Unknown,100.00,2026-01-26 15:06:47
527,10422,25,51.75,1293.75,2005-05-30,In Process,2,5,2005,Vintage Cars,S18_1367,Diecast Classics Inc.,Allentown,PA,70267,USA,Unknown,100.00,2026-01-26 15:06:47
528,10110,37,100.00,5433.08,2003-03-18,Shipped,1,3,2003,Classic Cars,S18_1589,AV Stores, Co.,Manchester,,EC2 5NT,UK,Unknown,100.00,2026-01-26 15:06:47
529,10123,26,100.00,3073.72,2003-05-20,Shipped,2,5,2003,Classic Cars,S18_1589,Atelier graphique,Nantes,,44000,France,Unknown,100.00,2026-01-26 15:06:47
530,10137,44,99.55,4380.20,2003-07-10,Shipped,3,7,2003,Classic Cars,S18_1589,Reims Collectables,Reims,,51100,France,Unknown,100.00,2026-01-26 15:06:47
531,10148,47,100.00,5848.68,2003-09-11,Shipped,3,9,2003,Classic Cars,S18_1589,Anna's Decorations, Ltd,North Sydney,NS,2060,Australia,Unknown,100.00,2026-01-26 15:06:47
532,10161,43,100.00,6153.73,2003-10-17,Shipped,4,10,2003,Classic Cars,S18_1589,Heintze Collectables,Aaarhus,,8200,Denmark,Unknown,100.00,2026-01-26 15:06:47
533,10172,42,100.00,4965.24,2003-11-05,Shipped,4,11,2003,Classic Cars,S18_1589,Gift Depot Inc.,Bridgewater,CT,97562,USA,Unknown,100.00,2026-01-26 15:06:47
534,10181,42,100.00,5435.64,2003-11-12,Shipped,4,11,2003,Classic Cars,S18_1589,Herkku Gifts,Bergen,,N 5804,Norway,Unknown,100.00,2026-01-26 15:06:47
535,10192,29,100.00,4258.36,2003-11-20,Shipped,4,11,2003,Classic Cars,S18_1589,Online Diecast Creations Co.,Nashua,NH,62005,USA,Unknown,100.00,2026-01-26 15:06:47
536,10204,40,100.00,4032.00,2003-12-02,Shipped,4,12,2003,Classic Cars,S18_1589,Muscle Machine Inc,NYC,NY,10022,USA,Unknown,100.00,2026-01-26 15:06:47
537,10212,38,100.00,4492.36,2004-01-16,Shipped,1,1,2004,Classic Cars,S18_1589,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
538,10226,38,100.00,4161.38,2004-02-26,Shipped,1,2,2004,Classic Cars,S18_1589,Collectable Mini Designs Co.,San Diego,CA,91217,USA,Unknown,100.00,2026-01-26 15:06:47
539,10241,21,100.00,2508.66,2004-04-13,Shipped,2,4,2004,Classic Cars,S18_1589,Mini Caravy,Strasbourg,,67000,France,Unknown,100.00,2026-01-26 15:06:47
540,10253,24,100.00,3374.88,2004-06-01,Cancelled,2,6,2004,Classic Cars,S18_1589,UK Collectables, Ltd.,Liverpool,,WX1 6LT,UK,Unknown,100.00,2026-01-26 15:06:47
541,10266,36,100.00,5196.60,2004-07-06,Shipped,3,7,2004,Classic Cars,S18_1589,L'ordine Souveniers,Reggio Emilia,,42100,Italy,Unknown,100.00,2026-01-26 15:06:47
542,10278,23,100.00,2604.52,2004-08-06,Shipped,3,8,2004,Classic Cars,S18_1589,Signal Gift Stores,Las Vegas,NV,83030,USA,Unknown,100.00,2026-01-26 15:06:47
543,10288,20,100.00,2936.80,2004-09-01,Shipped,3,9,2004,Classic Cars,S18_1589,Handji Gifts& Co,Singapore,,69045,Singapore,Unknown,100.00,2026-01-26 15:06:47
544,10301,32,100.00,3424.64,2003-10-05,Shipped,4,10,2003,Classic Cars,S18_1589,Norway Gifts By Mail, Co.,Oslo,,N 0106,Norway,Unknown,100.00,2026-01-26 15:06:47
545,10311,29,100.00,2923.20,2004-10-16,Shipped,4,10,2004,Classic Cars,S18_1589,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
546,10321,44,100.00,4489.76,2004-11-04,Shipped,4,11,2004,Classic Cars,S18_1589,FunGiftIdeas.com,New Bedford,MA,50553,USA,Unknown,100.00,2026-01-26 15:06:47
547,10331,44,100.00,4849.24,2004-11-17,Shipped,4,11,2004,Classic Cars,S18_1589,Motor Mint Distributors Inc.,Philadelphia,PA,71270,USA,Unknown,100.00,2026-01-26 15:06:47
548,10343,36,100.00,5848.92,2004-11-24,Shipped,4,11,2004,Classic Cars,S18_1589,Reims Collectables,Reims,,51100,France,Unknown,100.00,2026-01-26 15:06:47
549,10367,49,56.30,2758.70,2005-01-12,Resolved,1,1,2005,Classic Cars,S18_1589,Toys4GrownUps.com,Pasadena,CA,90003,USA,Unknown,100.00,2026-01-26 15:06:47
550,10378,34,42.64,1449.76,2005-02-10,Shipped,1,2,2005,Classic Cars,S18_1589,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
551,10407,59,100.00,7048.14,2005-04-22,On Hold,2,4,2005,Classic Cars,S18_1589,The Sharp Gifts Warehouse,San Jose,CA,94217,USA,Unknown,100.00,2026-01-26 15:06:47
552,10419,37,100.00,5202.94,2005-05-17,Shipped,2,5,2005,Classic Cars,S18_1589,Salzburg Collectables,Salzburg,,5020,Austria,Unknown,100.00,2026-01-26 15:06:47
553,10106,36,100.00,5279.40,2003-02-17,Shipped,1,2,2003,Planes,S18_1662,Rovelli Gifts,Bergamo,,24100,Italy,Unknown,100.00,2026-01-26 15:06:47
554,10119,43,100.00,6916.12,2003-04-28,Shipped,2,4,2003,Planes,S18_1662,Salzburg Collectables,Salzburg,,5020,Austria,Unknown,100.00,2026-01-26 15:06:47
555,10131,21,100.00,2781.66,2003-06-16,Shipped,2,6,2003,Planes,S18_1662,Gift Ideas Corp.,Glendale,CT,97561,USA,Unknown,100.00,2026-01-26 15:06:47
556,10143,32,100.00,5248.00,2003-08-10,Shipped,3,8,2003,Planes,S18_1662,Mini Creations Ltd.,New Bedford,MA,50553,USA,Unknown,100.00,2026-01-26 15:06:47
557,10155,38,100.00,6531.44,2003-10-06,Shipped,4,10,2003,Planes,S18_1662,Toys of Finland, Co.,Helsinki,,21240,Finland,Unknown,100.00,2026-01-26 15:06:47
558,10167,43,100.00,5763.72,2003-10-23,Cancelled,4,10,2003,Planes,S18_1662,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,Unknown,100.00,2026-01-26 15:06:47
559,10178,42,100.00,6490.68,2003-11-08,Shipped,4,11,2003,Planes,S18_1662,Alpha Cognac,Toulouse,,31000,France,Unknown,100.00,2026-01-26 15:06:47
560,10186,32,100.00,6004.80,2003-11-14,Shipped,4,11,2003,Planes,S18_1662,Double Decker Gift Stores, Ltd,London,,WA1 1DP,UK,Unknown,100.00,2026-01-26 15:06:47
561,10198,42,100.00,7483.98,2003-11-27,Shipped,4,11,2003,Planes,S18_1662,Cruz & Sons Co.,Makati City,,1227 MM,Philippines,Unknown,100.00,2026-01-26 15:06:47
562,10210,31,100.00,5719.50,2004-01-12,Shipped,1,1,2004,Planes,S18_1662,Osaka Souveniers Co.,Osaka,OS,530-0003,Japan,Unknown,100.00,2026-01-26 15:06:47
563,10222,49,100.00,6954.08,2004-02-19,Shipped,1,2,2004,Planes,S18_1662,Collectable Mini Designs Co.,San Diego,CA,91217,USA,Unknown,100.00,2026-01-26 15:06:47
564,10250,45,100.00,8160.30,2004-05-11,Shipped,2,5,2004,Planes,S18_1662,The Sharp Gifts Warehouse,San Jose,CA,94217,USA,Unknown,100.00,2026-01-26 15:06:47
565,10262,49,100.00,6567.96,2004-06-24,Cancelled,2,6,2004,Planes,S18_1662,Euro Shopping Channel,Madrid,,28034,Spain,Unknown,100.00,2026-01-26 15:06:47
566,10274,41,100.00,6724.00,2004-07-21,Shipped,3,7,2004,Planes,S18_1662,Collectables For Less Inc.,Brickhaven,MA,58339,USA,Unknown,100.00,2026-01-26 15:06:47
567,10284,45,100.00,5747.85,2004-08-21,Shipped,3,8,2004,Planes,S18_1662,Norway Gifts By Mail, Co.,Oslo,,N 0106,Norway,Unknown,100.00,2026-01-26 15:06:47
568,10296,36,100.00,5676.84,2004-09-15,Shipped,3,9,2004,Planes,S18_1662,Bavarian Collectables Imports, Co.,Munich,,80686,Germany,Unknown,100.00,2026-01-26 15:06:47
569,10307,39,100.00,7379.97,2004-10-14,Shipped,4,10,2004,Planes,S18_1662,Classic Gift Ideas, Inc,Philadelphia,PA,71270,USA,Unknown,100.00,2026-01-26 15:06:47
